_num,_widgetName,_source,_resultNumber,_pageUrl,movietitle,year,people,image,description
437,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,37,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,My Science Project,1985,Director: Jonathan R. Betuel; Stars: John Stockwell Danielle von Zerneck Fisher Stevens Raphael Sbarge,<img height="209" width="140" alt="Image of My Science Project" title="Image of My Science Project" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNzI2MzcyNzg3NV5BMl5BanBnXkFtZTcwMjc3NjUyMQ@@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of My Science Project" title="Image of My Science Project" src="http://ia.media-imdb.com/images/M/MV5BNzI2MzcyNzg3NV5BMl5BanBnXkFtZTcwMjc3NjUyMQ@@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,Michael and Ellie break into a military junkyard to find a science project for Michael's class and... (94 mins.)
438,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,38,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Real Genius,1985,Director: Martha Coolidge; Stars: Val Kilmer Gabriel Jarret Michelle Meyrink William Atherton,<img height="209" width="140" alt="Image of Real Genius" title="Image of Real Genius" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Real Genius" title="Image of Real Genius" src="http://ia.media-imdb.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Teenage geniuses deal with their abilities while developing a laser. (108 mins.)
439,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,39,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Return of the Living Dead,1985,Director: Dan O'Bannon; Stars: Clu Gulager James Karen Don Calfa Thom Mathews,<img height="209" width="140" alt="Image of The Return of the Living Dead" title="Image of The Return of the Living Dead" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjEyNTQ4NDUyM15BMl5BanBnXkFtZTcwNzg0ODU4NA@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Return of the Living Dead" title="Image of The Return of the Living Dead" src="http://ia.media-imdb.com/images/M/MV5BMjEyNTQ4NDUyM15BMl5BanBnXkFtZTcwNzg0ODU4NA@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,When a bumbling pair of employees at a medical supply warehouse accidentally release a deadly gas into the air... (91 mins.)
440,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,40,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Critters,1986,Director: Stephen Herek; Stars: Dee Wallace M. Emmet Walsh Billy Green Bush Scott Grimes,<img height="209" width="140" alt="Image of Critters" title="Image of Critters" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU5MDUwMDA3OF5BMl5BanBnXkFtZTcwMDY2MjAwMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Critters" title="Image of Critters" src="http://ia.media-imdb.com/images/M/MV5BMTU5MDUwMDA3OF5BMl5BanBnXkFtZTcwMDY2MjAwMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A race of small furry aliens make lunch out of the locals in a farming town. (82 mins.)
441,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,41,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Howard the Duck,1986,Director: Willard Huyck; Stars: Lea Thompson Jeffrey Jones Tim Robbins Ed Gale,<img height="209" width="140" alt="Image of Howard the Duck" title="Image of Howard the Duck" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk2MzczNjA0Ml5BMl5BanBnXkFtZTYwMTI2MTQ5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Howard the Duck" title="Image of Howard the Duck" src="http://ia.media-imdb.com/images/M/MV5BMTk2MzczNjA0Ml5BMl5BanBnXkFtZTYwMTI2MTQ5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invader. (110 mins.)
442,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,42,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Maximum Overdrive,1986,Director: Stephen King; Stars: Emilio Estevez Pat Hingle Laura Harrington Yeardley Smith,<img height="209" width="140" alt="Image of Maximum Overdrive" title="Image of Maximum Overdrive" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNTAxNTUxODk3Ml5BMl5BanBnXkFtZTcwODQ5ODYyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Maximum Overdrive" title="Image of Maximum Overdrive" src="http://ia.media-imdb.com/images/M/MV5BNTAxNTUxODk3Ml5BMl5BanBnXkFtZTcwODQ5ODYyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A group of people try to survive when machines start to come alive and become homicidal. (97 mins.)
443,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,43,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Solarbabies,1986,Director: Alan Johnson; Stars: Richard Jordan Jami Gertz Jason Patric Lukas Haas,<img height="209" width="140" alt="Image of Solarbabies" title="Image of Solarbabies" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjEwMTQxNTQ0Ml5BMl5BanBnXkFtZTcwMDE0MjI3NA@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Solarbabies" title="Image of Solarbabies" src="http://ia.media-imdb.com/images/M/MV5BMjEwMTQxNTQ0Ml5BMl5BanBnXkFtZTcwMDE0MjI3NA@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,In a future in which most water has disappeared from the Earth we find a group of children mostly teenagers... (94 mins.)
444,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,44,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,SpaceCamp,1986,Director: Harry Winer; Stars: Kate Capshaw Lea Thompson Kelly Preston Larry B. Scott,<img height="209" width="140" alt="Image of SpaceCamp" title="Image of SpaceCamp" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQzNDU0MDkxMF5BMl5BanBnXkFtZTcwMzk2OTQyMQ@@._V1._SY209_CR70140209_.jpg" />; <img height="209" width="140" alt="Image of SpaceCamp" title="Image of SpaceCamp" src="http://ia.media-imdb.com/images/M/MV5BMTQzNDU0MDkxMF5BMl5BanBnXkFtZTcwMzk2OTQyMQ@@._V1._SY209_CR70140209_.jpg" class="zero-z-index" />,The young attendees of a space camp find themselves in space for real when their shuttle is accidently launched into orbit. (107 mins.)
445,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,45,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Transformers: The Movie,1986,Director: Nelson Shin; Stars: Orson Welles Robert Stack Leonard Nimoy Norman Alden,<img height="209" width="140" alt="Image of The Transformers: The Movie" title="Image of The Transformers: The Movie" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTM2MzQ1NDA3OV5BMl5BanBnXkFtZTcwNjM2OTczMQ@@._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of The Transformers: The Movie" title="Image of The Transformers: The Movie" src="http://ia.media-imdb.com/images/M/MV5BMTM2MzQ1NDA3OV5BMl5BanBnXkFtZTcwNjM2OTczMQ@@._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time they must defend themselves against an all-out attack from the Decepticons. (84 mins.)
446,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,46,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,*batteries not included,1987,Director: Matthew Robbins; Stars: Hume Cronyn Jessica Tandy Frank McRae Elizabeth Peña,<img height="209" width="140" alt="Image of *batteries not included" title="Image of *batteries not included" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BOTM0NDY1NTQ4M15BMl5BanBnXkFtZTcwNTQzMDEyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of *batteries not included" title="Image of *batteries not included" src="http://ia.media-imdb.com/images/M/MV5BOTM0NDY1NTQ4M15BMl5BanBnXkFtZTcwNTQzMDEyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Apartment block tenants seek the aid of alien mechanical life-forms to save their building from demolition. (106 mins.)
447,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,47,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Hidden,1987,Director: Jack Sholder; Stars: Kyle MacLachlan Michael Nouri Claudia Christian Clarence Felder,<img height="209" width="140" alt="Image of The Hidden" title="Image of The Hidden" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMzE4MjEzNTU0OF5BMl5BanBnXkFtZTcwMzU4ODYyMQ@@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of The Hidden" title="Image of The Hidden" src="http://ia.media-imdb.com/images/M/MV5BMzE4MjEzNTU0OF5BMl5BanBnXkFtZTcwMzU4ODYyMQ@@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,An alien is on the run in America it kills everything and uses the body to hide itself. This alien has a goal in life: Power. Hotly pursued by alien lots of innocent people die in the chase. (96 mins.)
448,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,48,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Masters of the Universe,1987,Director: Gary Goddard; Stars: Dolph Lundgren Frank Langella Meg Foster Billy Barty,<img height="209" width="140" alt="Image of Masters of the Universe" title="Image of Masters of the Universe" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTMzMTc2MDc1M15BMl5BanBnXkFtZTcwMTM4ODAwMQ@@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of Masters of the Universe" title="Image of Masters of the Universe" src="http://ia.media-imdb.com/images/M/MV5BMTMzMTc2MDc1M15BMl5BanBnXkFtZTcwMTM4ODAwMQ@@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,A prince turned warrior named He-Man battles against the dark lord Skeletor on the planet Eternia. He-Man and his comrades arrive on Earth and discover two teenage lovers to find the magical Cosmic Key. (106 mins.)
449,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,49,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Monster Squad,1987,Director: Fred Dekker; Stars: Andre Gower Robby Kiger Stephen Macht Duncan Regehr,<img height="209" width="140" alt="Image of The Monster Squad" title="Image of The Monster Squad" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTI0MDUyMTEyOF5BMl5BanBnXkFtZTcwNzExNDg0MQ@@._V1._SY209_CR80140209_.jpg" />; <img height="209" width="140" alt="Image of The Monster Squad" title="Image of The Monster Squad" src="http://ia.media-imdb.com/images/M/MV5BMTI0MDUyMTEyOF5BMl5BanBnXkFtZTcwNzExNDg0MQ@@._V1._SY209_CR80140209_.jpg" class="zero-z-index" />,Dracula is alive. In fact he plans to rule the world and that is why he seeks the help of other legendary monsters... (82 mins.)
450,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,50,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Project X,1987,Director: Jonathan Kaplan; Stars: Matthew Broderick Helen Hunt Willie Okko,<img height="209" width="140" alt="Image of Project X" title="Image of Project X" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgyOTIwMjI0MF5BMl5BanBnXkFtZTcwMTMwMDgyMQ@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Project X" title="Image of Project X" src="http://ia.media-imdb.com/images/M/MV5BMTgyOTIwMjI0MF5BMl5BanBnXkFtZTcwMTMwMDgyMQ@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,A young inductee into the military is given the task of looking after some chimpanzees used in the mysterious "Project X"... (108 mins.)
451,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,51,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Alien Nation,1988,Director: Graham Baker; Stars: James Caan Mandy Patinkin Terence Stamp Kevyn Major Howard,<img height="209" width="140" alt="Image of Alien Nation" title="Image of Alien Nation" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU5NjYxNjM5MV5BMl5BanBnXkFtZTcwNDk4MTU1MQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Alien Nation" title="Image of Alien Nation" src="http://ia.media-imdb.com/images/M/MV5BMTU5NjYxNjM5MV5BMl5BanBnXkFtZTcwNDk4MTU1MQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A few years from now Earth will have the first contact with an alien civilization. These aliens known as Newcomers slowly begin to be integrated into human society after years of quarantine. (91 mins.)
452,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,52,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Blob,1988,Director: Chuck Russell; Stars: Shawnee Smith Kevin Dillon Donovan Leitch Jr. Jeffrey DeMunn,<img height="209" width="140" alt="Image of The Blob" title="Image of The Blob" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTcwNjI3NjczMV5BMl5BanBnXkFtZTYwNzc1MjQ5._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of The Blob" title="Image of The Blob" src="http://ia.media-imdb.com/images/M/MV5BMTcwNjI3NjczMV5BMl5BanBnXkFtZTYwNzc1MjQ5._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,A strange lifeform consumes everything in its path as it grows and grows. (95 mins.)
453,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,53,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Mac and Me,1988,Director: Stewart Raffill; Stars: Christine Ebersole Jonathan Ward Tina Caspary Lauren Stanley,<img height="209" width="140" alt="Image of Mac and Me" title="Image of Mac and Me" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjE0NDA2NDg1M15BMl5BanBnXkFtZTcwMzgzNzA2NA@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Mac and Me" title="Image of Mac and Me" src="http://ia.media-imdb.com/images/M/MV5BMjE0NDA2NDg1M15BMl5BanBnXkFtZTcwMzgzNzA2NA@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A Mysterious Alien Creature (MAC ?) trying to escape from NASA is befriended by a young boy in a wheel chair. (95 mins.)
454,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,54,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,My Stepmother Is an Alien,1988,Director: Richard Benjamin; Stars: Dan Aykroyd Kim Basinger Jon Lovitz Alyson Hannigan,<img height="209" width="140" alt="Image of My Stepmother Is an Alien" title="Image of My Stepmother Is an Alien" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTM5OTI0MzM5Nl5BMl5BanBnXkFtZTcwOTcwMjcyMQ@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of My Stepmother Is an Alien" title="Image of My Stepmother Is an Alien" src="http://ia.media-imdb.com/images/M/MV5BMTM5OTI0MzM5Nl5BMl5BanBnXkFtZTcwOTcwMjcyMQ@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,An alien is sent on a secret mission to Earth where she appears as a gorgeous attractive and single lady... (105 mins.)
455,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,55,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Leviathan,1989,Director: George P. Cosmatos; Stars: Peter Weller Richard Crenna Amanda Pays Daniel Stern,<img height="209" width="140" alt="Image of Leviathan" title="Image of Leviathan" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjAyNzMwMTI1Nl5BMl5BanBnXkFtZTcwNTkzNzA2NA@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Leviathan" title="Image of Leviathan" src="http://ia.media-imdb.com/images/M/MV5BMjAyNzMwMTI1Nl5BMl5BanBnXkFtZTcwNTkzNzA2NA@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results... (98 mins.)
