catpath	sex	count()
resources/tutorials/nonart/misc	n	2
resources/tutorials/nonart/misc	f	7
resources/tutorials/photography	f	21
resources/tutorials/photography	m	49
resources/tutorials/photography	n	15
resources/tutorials/ps	n	12
resources/tutorials/ps	m	155
resources/tutorials/ps	f	93
resources/tutorials/ps		5
resources/tutorials/psp	f	8
resources/tutorials/psp	m	2
resources/tutorials/psp	n	1
resources/tutorials/tradart/drawing/aanatomy	m	3
resources/tutorials/tradart/drawing/aanatomy	n	4
resources/tutorials/tradart/drawing/aanatomy	f	13
resources/tutorials/tradart/drawing/anatomy	f	11
resources/tutorials/tradart/drawing/anatomy	m	9
resources/tutorials/tradart/drawing/anatomy		2
resources/tutorials/tradart/drawing/miscellaneous	m	16
resources/tutorials/tradart/drawing/miscellaneous	n	4
resources/tutorials/tradart/drawing/miscellaneous		3
resources/tutorials/tradart/drawing/miscellaneous	f	24
resources/tutorials/tradart/drawing/perspective	f	1
resources/tutorials/tradart/drawing/perspective	n	1
resources/tutorials/tradart/drawing/perspective	m	2
resources/tutorials/tradart/drawing/shading	m	3
resources/tutorials/tradart/drawing/shading	n	4
resources/tutorials/tradart/drawing/shading	f	11
resources/tutorials/tradart/misctrad		1
resources/tutorials/tradart/misctrad	f	4
resources/tutorials/tradart/misctrad	m	8
resources/tutorials/tradart/misctrad	n	3
resources/tutorials/tradart/mixedmedia	m	2
resources/tutorials/tradart/mixedmedia	n	4
resources/tutorials/tradart/mixedmedia	f	7
resources/tutorials/tradart/mixedmedia		1
resources/tutorials/tradart/painting	n	6
resources/tutorials/tradart/painting	m	16
resources/tutorials/tradart/painting	f	18
resources/tutorials/tradart/painting		1
resources/tutorials/typography	m	3
resources/tutorials/webdesign/htmlcssscripting		1
resources/tutorials/webdesign/htmlcssscripting	m	2
resources/tutorials/webdesign/htmlcssscripting	f	5
resources/tutorials/webdesign/misc	f	2
resources/tutorials/webdesign/misc	m	3
resources/tutorials/writing	m	4
resources/tutorials/writing	f	13
resources/tutorials/writing		1
resources/vector	f	8
resources/vector		2
resources/vector	n	19
resources/vector	m	55
scraps	f	75101
scraps	m	59527
scraps	n	14283
scraps	o	147
scraps	1	9
scraps		5887
traditional/animations/colored		1
traditional/animations/colored	f	39
traditional/animations/colored	n	4
traditional/animations/colored	m	46
traditional/animations/penciltest	n	11
traditional/animations/penciltest	m	30
traditional/animations/penciltest	f	35
traditional/animations/penciltest		4
traditional/assemblage	m	3
traditional/assemblage	f	17
traditional/bodyart/bodymods/adornment	f	33
traditional/bodyart/bodymods/adornment	n	2
traditional/bodyart/bodymods/adornment	m	15
traditional/bodyart/bodymods/ritual	m	12
traditional/bodyart/bodymods/ritual	f	2
traditional/bodyart/bodymods/scarbrand	f	4
traditional/bodyart/bodymods/scarbrand	m	5
traditional/bodyart/bodymods/tattoos	f	509
traditional/bodyart/bodymods/tattoos	n	33
traditional/bodyart/bodymods/tattoos	m	1255
traditional/bodyart/bodymods/tattoos		3
traditional/bodyart/cosmetic/bodypaint	n	9
traditional/bodyart/cosmetic/bodypaint	m	264
traditional/bodyart/cosmetic/bodypaint	f	210
traditional/bodyart/cosmetic/bodypaint		39
traditional/bodyart/cosmetic/hair/color	f	4
traditional/bodyart/cosmetic/hair/styling	m	2
traditional/bodyart/cosmetic/hair/styling	f	1
traditional/bodyart/cosmetic/hair/styling		1
traditional/bodyart/cosmetic/hennatemp	n	3
traditional/bodyart/cosmetic/hennatemp	m	2
traditional/bodyart/cosmetic/hennatemp	f	20
traditional/bodyart/cosmetic/makeup	f	232
traditional/bodyart/cosmetic/makeup	n	22
traditional/bodyart/cosmetic/makeup	m	52
traditional/bodyart/cosmetic/makeup/beauty	f	146
traditional/bodyart/cosmetic/makeup/beauty	m	6
traditional/bodyart/cosmetic/makeup/character		4
traditional/bodyart/cosmetic/makeup/character	f	106
traditional/bodyart/cosmetic/makeup/character	m	29
traditional/bodyart/cosmetic/makeup/character	n	8
traditional/bodyart/cosmetic/nailart	n	22
traditional/bodyart/cosmetic/nailart	f	36
traditional/bodyart/cosmetic/specialeffects	f	1
traditional/bodyart/cosmetic/testing	n	2
traditional/bodyart/cosmetic/testing	f	4
traditional/bodyart/cosmetic/testing	m	2
traditional/bodyart/cosmetic/testing		1
traditional/bodyart/misc	m	16
traditional/bodyart/misc	f	9
traditional/bodyart/misc		1
traditional/collage	f	846
traditional/collage	n	82
traditional/collage	m	529
traditional/collage		23
traditional/drawings/abstract	f	418
traditional/drawings/abstract	n	81
traditional/drawings/abstract	o	1
traditional/drawings/abstract	m	731
traditional/drawings/abstract		12
traditional/drawings/animals	o	11
traditional/drawings/animals	m	923
traditional/drawings/animals	n	309
traditional/drawings/animals	f	2880
traditional/drawings/animals		113
traditional/drawings/fanart	f	1352
traditional/drawings/fanart	m	802
traditional/drawings/fanart	o	1
traditional/drawings/fanart	n	151
traditional/drawings/fanart		72
traditional/drawings/fanart/cartoons	f	112
traditional/drawings/fanart/cartoons	m	288
traditional/drawings/fanart/cartoons	n	9
traditional/drawings/fanart/cartoons		10
traditional/drawings/fanart/fancomics	f	34
traditional/drawings/fanart/fancomics	m	113
traditional/drawings/fanart/fancomics	n	10
traditional/drawings/fanart/fancomics		2
traditional/drawings/fanart/games	f	159
traditional/drawings/fanart/games	n	26
traditional/drawings/fanart/games	m	110
traditional/drawings/fanart/games		8
traditional/drawings/fanart/misc		9
traditional/drawings/fanart/misc	f	62
traditional/drawings/fanart/misc	n	13
traditional/drawings/fanart/misc	m	52
traditional/drawings/fanart/movies		4
traditional/drawings/fanart/movies	f	93
traditional/drawings/fanart/movies	m	83
traditional/drawings/fanart/movies	n	12
traditional/drawings/fanart/novels		14
traditional/drawings/fanart/novels	f	109
traditional/drawings/fanart/novels	m	15
traditional/drawings/fanart/novels	n	11
traditional/drawings/fantasy	f	4680
traditional/drawings/fantasy	o	5
traditional/drawings/fantasy	n	655
traditional/drawings/fantasy	m	2969
traditional/drawings/fantasy		300
traditional/drawings/illustration/conceptual	f	609
traditional/drawings/illustration/conceptual	n	127
traditional/drawings/illustration/conceptual	m	881
traditional/drawings/illustration/conceptual		66
traditional/drawings/illustration/storybook	m	296
traditional/drawings/illustration/storybook	n	83
traditional/drawings/illustration/storybook	f	364
traditional/drawings/illustration/storybook		16
traditional/drawings/illustration/technical		2
traditional/drawings/illustration/technical	m	6
traditional/drawings/illustration/technical	n	1
traditional/drawings/illustration/technical	f	4
traditional/drawings/landscapes	n	75
traditional/drawings/landscapes	o	1
traditional/drawings/landscapes	m	627
traditional/drawings/landscapes		21
traditional/drawings/landscapes	f	425
traditional/drawings/macabre	f	821
traditional/drawings/macabre	o	10
traditional/drawings/macabre	m	1262
traditional/drawings/macabre	n	202
traditional/drawings/macabre		52
traditional/drawings/misc		180
traditional/drawings/misc	n	501
traditional/drawings/misc	o	21
traditional/drawings/misc	m	2909
traditional/drawings/misc	f	2524
traditional/drawings/people	o	28
traditional/drawings/people	m	2882
traditional/drawings/people	n	500
traditional/drawings/people	f	3353
traditional/drawings/people		187
traditional/drawings/political	f	33
traditional/drawings/political		2
traditional/drawings/political	m	154
traditional/drawings/political	n	15
traditional/drawings/pop		6
traditional/drawings/pop	m	278
traditional/drawings/pop	n	18
traditional/drawings/pop	f	130
traditional/drawings/pop	o	1
traditional/drawings/portraits	n	420
traditional/drawings/portraits	o	9
traditional/drawings/portraits	m	3692
traditional/drawings/portraits	f	3893
traditional/drawings/portraits		168
traditional/drawings/psychedelic	n	48
traditional/drawings/psychedelic	m	342
traditional/drawings/psychedelic	f	222
traditional/drawings/psychedelic		7
traditional/drawings/scifi	o	1
traditional/drawings/scifi	n	75
traditional/drawings/scifi	m	793
traditional/drawings/scifi	f	258
traditional/drawings/scifi		46
traditional/drawings/spaceart	f	6
traditional/drawings/spaceart	m	9
traditional/drawings/spaceart	n	5
traditional/drawings/still		10
traditional/drawings/still	m	346
traditional/drawings/still	f	481
traditional/drawings/still	n	54
traditional/drawings/surreal		37
traditional/drawings/surreal	f	1032
traditional/drawings/surreal	n	287
traditional/drawings/surreal	m	2053
traditional/drawings/technical	f	168
traditional/drawings/technical	n	21
traditional/drawings/technical	m	363
traditional/drawings/technical		20
traditional/drawings/unsorted	f	350
traditional/drawings/unsorted		5
traditional/drawings/unsorted	m	649
traditional/drawings/unsorted	n	51
traditional/misc	f	910
traditional/misc	m	1069
traditional/misc	n	216
traditional/misc	o	1
traditional/misc		27
traditional/mixedmedia		80
traditional/mixedmedia	m	1707
traditional/mixedmedia	n	417
traditional/mixedmedia	f	2677
traditional/mixedmedia/abstract	m	157
traditional/mixedmedia/abstract	n	9
traditional/mixedmedia/abstract	f	142
traditional/mixedmedia/abstract		3
traditional/mixedmedia/animals	f	216
traditional/mixedmedia/animals	n	14
traditional/mixedmedia/animals	m	47
traditional/mixedmedia/animals	o	1
traditional/mixedmedia/animals		10
traditional/mixedmedia/conceptual	f	244
traditional/mixedmedia/conceptual	m	153
traditional/mixedmedia/conceptual	n	22
traditional/mixedmedia/conceptual	o	1
traditional/mixedmedia/conceptual		3
traditional/mixedmedia/emotional		9
traditional/mixedmedia/emotional	f	122
traditional/mixedmedia/emotional	m	34
traditional/mixedmedia/emotional	n	6
traditional/mixedmedia/fantasy	m	59
traditional/mixedmedia/fantasy	n	24
traditional/mixedmedia/fantasy	f	259
traditional/mixedmedia/fantasy		15
traditional/mixedmedia/landscapes		1
traditional/mixedmedia/landscapes	n	5
traditional/mixedmedia/landscapes	m	39
traditional/mixedmedia/landscapes	f	32
traditional/mixedmedia/miscellaneous		17
traditional/mixedmedia/miscellaneous	f	248
traditional/mixedmedia/miscellaneous	m	291
traditional/mixedmedia/miscellaneous	n	55
traditional/mixedmedia/people		32
traditional/mixedmedia/people	f	257
traditional/mixedmedia/people	o	2
traditional/mixedmedia/people	m	178
traditional/mixedmedia/people	n	33
traditional/mixedmedia/scifi		1
traditional/mixedmedia/scifi	f	17
traditional/mixedmedia/scifi	m	37
traditional/mixedmedia/scifi	n	1
traditional/paintings/abstract	f	1152
traditional/paintings/abstract		30
traditional/paintings/abstract	m	1964
traditional/paintings/abstract	o	3
traditional/paintings/abstract	n	454
traditional/paintings/animals		71
traditional/paintings/animals	m	581
traditional/paintings/animals	n	204
traditional/paintings/animals	f	1898
traditional/paintings/animals	o	3
traditional/paintings/fanart		5
traditional/paintings/fanart	n	26
traditional/paintings/fanart	m	46
traditional/paintings/fanart	f	181
traditional/paintings/fanart/books	m	9
traditional/paintings/fanart/books	n	3
traditional/paintings/fanart/books	f	28
traditional/paintings/fanart/games		2
traditional/paintings/fanart/games	n	14
traditional/paintings/fanart/games	m	8
traditional/paintings/fanart/games	f	32
traditional/paintings/fanart/misc	f	13
traditional/paintings/fanart/misc	n	1
traditional/paintings/fanart/misc	m	9
traditional/paintings/fanart/misc		1
traditional/paintings/fanart/movies	m	7
traditional/paintings/fanart/movies	n	3
traditional/paintings/fanart/movies	f	15
traditional/paintings/fanart/movies		2
traditional/paintings/fantasy		99
traditional/paintings/fantasy	m	1496
traditional/paintings/fantasy	f	2298
traditional/paintings/fantasy	n	217
traditional/paintings/illustration/conceptual		28
traditional/paintings/illustration/conceptual	f	394
traditional/paintings/illustration/conceptual	m	385
traditional/paintings/illustration/conceptual	n	57
traditional/paintings/illustration/storybook		14
traditional/paintings/illustration/storybook	n	56
traditional/paintings/illustration/storybook	m	237
traditional/paintings/illustration/storybook	f	362
traditional/paintings/illustration/technical	n	1
traditional/paintings/illustration/technical	m	9
traditional/paintings/landscapes	f	1152
traditional/paintings/landscapes	n	84
traditional/paintings/landscapes	m	1766
traditional/paintings/landscapes		12
traditional/paintings/macabre		8
traditional/paintings/macabre	f	388
traditional/paintings/macabre	m	808
traditional/paintings/macabre	n	62
traditional/paintings/misc	f	1448
traditional/paintings/misc	n	154
traditional/paintings/misc	o	1
traditional/paintings/misc	m	1465
traditional/paintings/misc		38
traditional/paintings/people		51
traditional/paintings/people	f	1659
traditional/paintings/people	o	1
traditional/paintings/people	n	186
traditional/paintings/people	m	1953
traditional/paintings/political		3
traditional/paintings/political	m	108
traditional/paintings/political	n	7
traditional/paintings/political	f	44
traditional/paintings/pop	f	217
traditional/paintings/pop	n	64
traditional/paintings/pop	m	497
traditional/paintings/pop		10
traditional/paintings/portraits		36
traditional/paintings/portraits	m	1535
traditional/paintings/portraits	n	132
traditional/paintings/portraits	f	1415
traditional/paintings/psychedelic		4
traditional/paintings/psychedelic	f	119
traditional/paintings/psychedelic	n	47
traditional/paintings/psychedelic	m	286
traditional/paintings/scifi		9
traditional/paintings/scifi	n	17
traditional/paintings/scifi	o	1
traditional/paintings/scifi	m	254
traditional/paintings/scifi	f	84
traditional/paintings/spaceart	f	23
